msisdn,offerId,price,validity,On-net Mins,Off-net Mins,SMS,Data,Social Data,creation_date,expire_date,Consumed_On-net Mins,Consumed_Off-net Mins,Consumed_SMS,Consumed_Data,Consumed_Social Data
3000000403,1450,210,30,0,0,0,6144,0,16/03/2024,15/04/2024,0,0,0,4348,0
3000000403,1115,1650,1,450,0,0,500,0,23/04/2024,24/04/2024,258,0,0,404,0
3000000403,1590,90,1,250,35,2000,0,4096,29/04/2024,30/04/2024,75,20,1894,0,3740
3000000403,1556,60,1,600,30,600,6144,0,04/05/2024,05/05/2024,11,3,340,4945,0
3000000403,2626,147,1,3000,30,3000,3000,0,02/05/2024,03/05/2024,471,24,1773,2608,0
3000000403,1134,600,30,2000,150,2000,2000,0,16/06/2024,16/07/2024,745,144,611,1991,0
3000000403,1502,521,30,1000,150,1000,30720,0,27/06/2024,27/07/2024,93,9,91,24566,0
3000000403,1156,150,30,0,0,0,0,0,01/06/2024,01/07/2024,0,0,0,0,0
3000000403,1481,2173.91,3,0,0,0,61440,0,30/07/2024,02/08/2024,0,0,0,17629,0
3000000403,1110,6030,3,2800,1200,1000,0,0,24/08/2024,27/08/2024,1578,419,774,0,0
3000000403,1569,1000,3,0,0,0,10240,0,31/08/2024,03/09/2024,0,0,0,7737,0
3000000403,1047,43,1,1440,0,50,1024,0,18/09/2024,19/09/2024,998,0,1,866,0
3000000403,2896,150,30,0,0,0,0,0,17/09/2024,17/10/2024,0,0,0,0,0
3000000403,1115,1650,1,450,0,0,500,0,10/09/2024,11/09/2024,390,0,0,141,0
3000000403,1145,240,7,0,0,0,0,0,02/10/2024,09/10/2024,0,0,0,0,0
3000000403,1126,70,1,0,0,12000,0,0,04/11/2024,05/11/2024,0,0,11967,0,0
3000000403,1640,417,1,300,50,1000,0,10240,04/11/2024,05/11/2024,25,15,728,0,8937
3000000403,2407,869.56,1,0,0,0,25600,0,16/11/2024,17/11/2024,0,0,0,15283,0
3000000403,1115,1650,1,450,0,0,500,0,02/12/2024,03/12/2024,69,0,0,10,0
3000000403,1119,2100,1,2000,300,2000,2048,0,07/12/2024,08/12/2024,1285,75,1043,1924,0
3000000403,1451,45,7,1000,10,1000,100,0,07/12/2024,14/12/2024,292,1,877,19,0
3000000404,2920,243,7,0,0,0,0,9216,16/01/2024,23/01/2024,0,0,0,0,8263
3000000404,1151,59.75,3,0,0,0,300,0,22/02/2024,25/02/2024,0,0,0,210,0
3000000404,1134,600,30,2000,150,2000,2000,0,06/02/2024,07/03/2024,1742,135,1985,689,0
3000000404,1399,687,7,0,0,0,10240,0,19/03/2024,26/03/2024,0,0,0,3948,0
3000000404,2404,347.82,30,0,0,0,8192,0,07/03/2024,06/04/2024,0,0,0,6291,0
3000000404,2674,5000,3,0,0,0,6144,0,19/04/2024,22/04/2024,0,0,0,5936,0
3000000404,1078,27,30,0,0,0,0,1024,31/05/2024,30/06/2024,0,0,0,0,324
3000000404,1619,125,1,0,0,750,0,0,20/05/2024,21/05/2024,0,0,339,0,0
3000000404,1067,21,30,1440,0,1500,100,0,21/05/2024,20/06/2024,482,0,953,27,0
3000000404,1056,173,3,1000,60,1000,100,0,15/06/2024,18/06/2024,798,46,168,20,0
3000000404,1609,150,7,0,60,1000,3072,0,12/06/2024,19/06/2024,0,59,713,1803,0
3000000404,2881,150,7,1000,0,0,1024,0,30/06/2024,07/07/2024,690,0,0,1022,0
3000000404,1071,42,7,0,0,0,1024,0,12/07/2024,19/07/2024,0,0,0,1003,0
3000000404,2620,100,7,0,0,0,512,4608,30/08/2024,06/09/2024,0,0,0,7,3652
3000000404,1684,2151,7,0,0,0,500,0,11/08/2024,18/08/2024,0,0,0,170,0
3000000404,2383,478,1,2000,0,0,0,0,26/08/2024,27/08/2024,396,0,0,0,0
3000000404,1132,118.31,7,1500,0,1500,1500,0,16/09/2024,23/09/2024,1407,0,1075,642,0
3000000404,2344,16,30,0,10,0,0,0,27/09/2024,27/10/2024,0,7,0,0,0
3000000404,1448,210,7,0,0,0,6144,0,02/10/2024,09/10/2024,0,0,0,5451,0
3000000404,1638,2200,3,5000,500,5000,5120,0,10/10/2024,13/10/2024,1798,321,2337,4257,0
3000000404,3565,999,30,0,0,0,1024,0,24/11/2024,24/12/2024,0,0,0,235,0
3000000404,1651,2183,30,12500,1250,12500,12800,0,08/11/2024,08/12/2024,10540,1148,10916,8660,0
3000000404,2512,1303.53,1,0,0,2000,81920,0,31/12/2024,01/01/2025,0,0,1739,1181,0
3000000404,1400,20,3,0,0,1500,0,0,30/12/2024,02/01/2025,0,0,677,0,0
3000000405,1117,1250,1,4500,300,150,1024,0,26/01/2024,27/01/2024,2750,64,92,916,0
3000000405,1469,1739,30,3000,500,3000,51200,0,12/01/2024,11/02/2024,2007,491,1855,25018,0
3000000405,3553,1194,30,0,0,0,1024,0,15/01/2024,14/02/2024,0,0,0,726,0
3000000405,1385,525,7,0,0,0,0,0,10/02/2024,17/02/2024,0,0,0,0,0
3000000405,1635,1250,1,3000,250,3000,12288,0,28/03/2024,29/03/2024,1900,97,1417,99,0
3000000405,1654,2910.67,1,15000,1500,15000,15360,0,06/03/2024,07/03/2024,9187,731,6216,15035,0
3000000405,1608,66,30,0,0,0,0,5120,09/03/2024,08/04/2024,0,0,0,0,4133
3000000405,1602,120,3,0,0,12000,0,5120,14/04/2024,17/04/2024,0,0,10596,0,2821
3000000405,3415,25,3,180,5,180,500,0,24/04/2024,27/04/2024,97,1,174,77,0
3000000405,2365,547,1,1000,300,1000,51200,0,29/05/2024,30/05/2024,143,157,385,34032,0
3000000405,3535,452,3,1000,150,1000,23622320128,0,01/06/2024,04/06/2024,191,46,733,23025238071,0
3000000405,1472,296,30,550,20,550,1000,2000,17/06/2024,17/07/2024,278,10,496,948,1767
3000000405,3568,4499,7,0,0,0,5120,0,22/07/2024,29/07/2024,0,0,0,3587,0
3000000405,1615,1826.08,7,0,0,0,102400,0,11/08/2024,18/08/2024,0,0,0,86805,0
3000000405,2872,1304,1,3000,300,3000,15360,0,02/09/2024,03/09/2024,1963,84,2158,4764,0
3000000405,1118,625,30,300,300,300,1024,0,06/09/2024,06/10/2024,140,223,119,816,0
3000000405,1102,218.3,3,0,0,0,0,0,06/09/2024,09/09/2024,0,0,0,0,0
3000000405,1131,115,1,1000,20,1000,500,0,21/10/2024,22/10/2024,878,17,716,57,0
3000000405,1617,913.04,30,0,0,0,36864,0,26/10/2024,25/11/2024,0,0,0,27331,0
3000000405,2635,1304.34,1,0,0,0,102400,0,06/11/2024,07/11/2024,0,0,0,46351,0
3000000405,1382,556.39,30,0,0,0,5000,0,24/11/2024,24/12/2024,0,0,0,4487,0
3000000405,1493,217,3,100,0,1000,10240,0,08/12/2024,11/12/2024,12,0,628,9216,0
3000000405,2383,478,1,2000,0,0,0,0,22/12/2024,23/12/2024,1660,0,0,0,0
3000000406,2911,495,3,1000,150,1000,20480,0,22/01/2024,25/01/2024,126,1,632,12238,0
3000000406,1485,2260.86,1,0,0,0,112640,0,29/02/2024,01/03/2024,0,0,0,110572,0
3000000406,1158,143.4,7,0,0,0,2000,0,24/03/2024,31/03/2024,0,0,0,924,0
3000000406,1398,350,30,0,0,0,1000,0,06/04/2024,06/05/2024,0,0,0,11,0
3000000406,2359,8500,3,0,0,0,5120,0,28/04/2024,01/05/2024,0,0,0,2783,0
3000000406,1062,11.94,1,0,0,1000,250,0,23/05/2024,24/05/2024,0,0,974,43,0
3000000406,1684,2151,7,0,0,0,500,0,19/05/2024,26/05/2024,0,0,0,317,0
3000000406,1479,260,30,0,0,0,8192,0,29/06/2024,29/07/2024,0,0,0,3562,0
3000000406,1100,500,7,0,0,0,0,0,25/06/2024,02/07/2024,0,0,0,0,0
3000000406,2365,547,1,1000,300,1000,51200,0,31/07/2024,01/08/2024,821,289,507,43463,0
3000000406,2635,1304.34,1,0,0,0,102400,0,28/07/2024,29/07/2024,0,0,0,72021,0
3000000406,1624,650,1,0,0,0,5000,0,25/07/2024,26/07/2024,0,0,0,4337,0
3000000406,2620,100,7,0,0,0,512,4608,16/08/2024,23/08/2024,0,0,0,408,2732
3000000406,1681,956,3,0,0,0,200,0,12/09/2024,15/09/2024,0,0,0,166,0
3000000406,1095,500,1,0,0,0,1024,0,07/10/2024,08/10/2024,0,0,0,203,0
3000000406,1622,350,30,2000,200,4000,5000,0,21/10/2024,20/11/2024,1337,84,1198,1641,0
3000000406,3514,608,7,2000,600,2000,102400,0,29/10/2024,05/11/2024,1802,235,1587,74457,0
3000000406,1669,22,3,0,0,6000,51200,0,08/11/2024,11/11/2024,0,0,78,7689,0
3000000406,2404,347.82,30,0,0,0,8192,0,21/11/2024,21/12/2024,0,0,0,7771,0
3000000406,2323,240,30,0,0,0,0,5120,25/12/2024,24/01/2025,0,0,0,0,5014
3000000406,1482,5625.17,3,0,0,0,66560,0,07/12/2024,10/12/2024,0,0,0,35980,0
3000000407,1502,521,30,1000,150,1000,30720,0,09/01/2024,08/02/2024,225,59,550,21521,0
3000000407,1048,173,7,1000,60,1000,100,0,03/02/2024,10/02/2024,175,10,926,3,0
3000000407,1634,60,30,0,0,0,512,2560,07/03/2024,06/04/2024,0,0,0,371,325
3000000407,1684,2151,7,0,0,0,500,0,10/04/2024,17/04/2024,0,0,0,265,0
3000000407,1078,27,30,0,0,0,0,1024,18/04/2024,18/05/2024,0,0,0,0,133
3000000407,2356,6500,30,0,0,0,3072,0,26/05/2024,25/06/2024,0,0,0,2866,0
3000000407,3229,1304.35,7,0,0,2000,25600,0,13/05/2024,20/05/2024,0,0,130,17538,0
3000000407,1514,200,1,0,0,1000,1024,0,11/06/2024,12/06/2024,0,0,243,225,0
3000000407,3400,520,3,500,100,500,10240,0,14/06/2024,17/06/2024,209,48,267,8209,0
3000000407,1397,800,30,0,0,0,14000,0,21/06/2024,21/07/2024,0,0,0,8690,0
3000000407,1388,50,30,0,0,250,0,0,31/07/2024,30/08/2024,0,0,128,0,0
3000000407,2635,1304.34,1,0,0,0,102400,0,30/07/2024,31/07/2024,0,0,0,90765,0
3000000407,2875,478,7,1000,150,1000,15360,0,12/08/2024,19/08/2024,192,60,875,13814,0
3000000407,1514,200,1,0,0,1000,1024,0,06/09/2024,07/09/2024,0,0,940,97,0
3000000407,1115,1650,1,450,0,0,500,0,19/09/2024,20/09/2024,169,0,0,277,0
3000000407,2398,147,1,1000,0,1000,3072,10240,08/10/2024,09/10/2024,169,0,328,1220,4078
3000000407,1599,2750,3,500,500,400,100,0,29/10/2024,01/11/2024,386,43,73,87,0
3000000407,2323,240,30,0,0,0,0,5120,13/11/2024,13/12/2024,0,0,0,0,4479
3000000407,1051,347,30,1000,90,1000,5120,0,13/12/2024,12/01/2025,638,69,143,4803,0
3000000408,1090,173,3,0,0,0,5000,0,18/01/2024,21/01/2024,0,0,0,3708,0
3000000408,1690,7767.5,7,0,0,0,3072,0,12/01/2024,19/01/2024,0,0,0,2746,0
3000000408,1070,868,3,2000,150,2000,2000,0,05/02/2024,08/02/2024,306,119,1152,1904,0
3000000408,1142,375,30,0,0,0,4096,0,18/02/2024,19/03/2024,0,0,0,4066,0
3000000408,2344,16,30,0,10,0,0,0,18/03/2024,17/04/2024,0,1,0,0,0
3000000408,2401,652,7,3000,300,3000,0,0,15/03/2024,22/03/2024,2519,30,2869,0,0
3000000408,2893,695,7,500,100,500,0,20480,25/03/2024,01/04/2024,261,14,435,0,13219
3000000408,1587,339.13,7,0,0,0,10240,0,11/04/2024,18/04/2024,0,0,0,7008,0
3000000408,2659,2608.7,1,0,0,0,10240,0,29/04/2024,30/04/2024,0,0,0,5359,0
3000000408,1400,20,3,0,0,1500,0,0,27/04/2024,30/04/2024,0,0,289,0,0
3000000408,1048,173,7,1000,60,1000,100,0,30/05/2024,06/06/2024,716,16,28,95,0
3000000408,1669,22,3,0,0,6000,51200,0,09/06/2024,12/06/2024,0,0,4814,2419,0
3000000408,1382,556.39,30,0,0,0,5000,0,28/06/2024,28/07/2024,0,0,0,4394,0
3000000408,1066,11.94,1,1440,0,1500,100,0,10/06/2024,11/06/2024,1221,0,817,68,0
3000000408,1610,630.43,1,0,0,0,7680,0,30/07/2024,31/07/2024,0,0,0,5452,0
3000000408,1548,100,30,1000,0,0,0,1024,03/07/2024,02/08/2024,611,0,0,0,567
3000000408,2344,16,30,0,10,0,0,0,02/08/2024,01/09/2024,0,2,0,0,0
3000000408,2356,6500,30,0,0,0,3072,0,14/09/2024,14/10/2024,0,0,0,3043,0
3000000408,1387,125,7,0,0,0,0,0,14/09/2024,21/09/2024,0,0,0,0,0
3000000408,1105,950,1,0,0,0,0,0,01/09/2024,02/09/2024,0,0,0,0,0
3000000408,1133,532.45,30,3000,100,3000,3072,0,30/10/2024,29/11/2024,921,6,1967,369,0
3000000408,1558,15,3,0,0,1000,0,0,08/11/2024,11/11/2024,0,0,221,0,0
3000000408,3550,2173,3,5000,1500,5000,204800,0,07/12/2024,10/12/2024,1961,1119,2347,135420,0
3000000408,2362,1913,3,3000,750,3000,102400,0,19/12/2024,22/12/2024,2860,272,335,87396,0
3000000409,1514,200,1,0,0,1000,1024,0,14/01/2024,15/01/2024,0,0,344,177,0
3000000409,1569,1000,3,0,0,0,10240,0,31/01/2024,03/02/2024,0,0,0,7836,0
3000000409,1617,913.04,30,0,0,0,36864,0,18/01/2024,17/02/2024,0,0,0,32336,0
3000000409,2890,2000,3,3000,1000,3000,102400,102400,11/02/2024,14/02/2024,1852,962,317,73306,94972
3000000409,1569,1000,3,0,0,0,10240,0,05/02/2024,08/02/2024,0,0,0,8967,0
3000000409,2761,565,7,1000,500,1000,51200,51200,25/03/2024,01/04/2024,188,180,917,15372,48040
3000000409,1065,304,30,0,0,1000,10240,0,04/03/2024,03/04/2024,0,0,434,9883,0
3000000409,1492,260,1,500,50,0,10240,0,22/03/2024,23/03/2024,435,38,0,8374,0
3000000409,1067,21,30,1440,0,1500,100,0,11/04/2024,11/05/2024,395,0,837,18,0
3000000409,2920,243,7,0,0,0,0,9216,25/05/2024,01/06/2024,0,0,0,0,5916
3000000409,2485,2100,7,2000,300,2000,1536,0,11/05/2024,18/05/2024,1430,159,1103,927,0
3000000409,3553,1194,30,0,0,0,1024,0,25/06/2024,25/07/2024,0,0,0,588,0
3000000409,2908,1478,30,3000,500,3000,20480,0,28/06/2024,28/07/2024,858,155,898,12989,0
3000000409,1617,913.04,30,0,0,0,36864,0,23/07/2024,22/08/2024,0,0,0,22961,0
3000000409,2320,173.91,1,0,0,0,10240,0,31/07/2024,01/08/2024,0,0,0,10086,0
3000000409,1631,1250,3,4500,300,1000,1024,0,31/08/2024,03/09/2024,3709,248,335,798,0
3000000409,1622,350,30,2000,200,4000,5000,0,16/09/2024,16/10/2024,1532,186,1949,2139,0
3000000409,1669,22,3,0,0,6000,51200,0,06/09/2024,09/09/2024,0,0,2571,8083,0
3000000409,2872,1304,1,3000,300,3000,15360,0,08/10/2024,09/10/2024,2200,230,757,3274,0
3000000409,3400,520,3,500,100,500,10240,0,06/10/2024,09/10/2024,196,78,52,8395,0
3000000409,1513,600,30,0,0,1000,1024,0,26/10/2024,25/11/2024,0,0,147,51,0
3000000409,1639,3300,3,10000,1000,10000,10240,0,08/11/2024,11/11/2024,8136,675,9940,1324,0
3000000409,1450,210,30,0,0,0,6144,0,03/12/2024,02/01/2025,0,0,0,2841,0
3000000409,1047,43,1,1440,0,50,1024,0,25/12/2024,26/12/2024,1168,0,27,789,0
3000000410,1157,885,3,0,0,0,10240,0,30/01/2024,02/02/2024,0,0,0,9005,0
3000000410,3238,43,1,30,0,30,0,0,23/01/2024,24/01/2024,25,0,24,0,0
3000000410,1509,1000,7,0,0,2000,5120,0,19/01/2024,26/01/2024,0,0,686,2040,0
3000000410,2527,2390,1,0,0,0,2048,0,06/02/2024,07/02/2024,0,0,0,1157,0
3000000410,1502,521,30,1000,150,1000,30720,0,13/03/2024,12/04/2024,492,146,445,5290,0
3000000410,3400,520,3,500,100,500,10240,0,02/03/2024,05/03/2024,320,45,129,3797,0
3000000410,2626,147,1,3000,30,3000,3000,0,28/04/2024,29/04/2024,1529,2,1980,1467,0
3000000410,1066,11.94,1,1440,0,1500,100,0,05/05/2024,06/05/2024,1105,0,1274,85,0
3000000410,2896,150,30,0,0,0,0,0,23/05/2024,22/06/2024,0,0,0,0,0
3000000410,3235,2000,30,0,0,5000,204800,0,26/06/2024,26/07/2024,0,0,2927,49318,0
3000000410,2878,200,7,1000,0,0,1024,0,19/06/2024,26/06/2024,809,0,0,344,0
3000000410,1496,17,3,0,0,0,0,0,08/07/2024,11/07/2024,0,0,0,0,0
3000000410,1465,80,7,0,0,0,0,0,05/07/2024,12/07/2024,0,0,0,0,0
3000000410,1684,2151,7,0,0,0,500,0,09/07/2024,16/07/2024,0,0,0,261,0
3000000410,1617,913.04,30,0,0,0,36864,0,11/08/2024,10/09/2024,0,0,0,12204,0
3000000410,1118,625,30,300,300,300,1024,0,26/08/2024,25/09/2024,232,283,89,452,0
3000000410,1071,42,7,0,0,0,1024,0,22/09/2024,29/09/2024,0,0,0,381,0
3000000410,1093,52,30,0,0,0,100,0,11/09/2024,11/10/2024,0,0,0,64,0
3000000410,1127,155,3,1000,50,1000,1024,0,20/09/2024,23/09/2024,753,18,773,965,0
3000000410,1433,60,30,0,0,0,0,0,05/10/2024,04/11/2024,0,0,0,0,0
3000000410,3253,173.04,1,300,0,1000,6144,0,06/11/2024,07/11/2024,276,0,1,4217,0
3000000410,1140,23.9,1,0,0,0,0,0,17/12/2024,18/12/2024,0,0,0,0,0
3000000410,1556,60,1,600,30,600,6144,0,27/12/2024,28/12/2024,137,28,442,5382,0
3000000411,1522,250,1,0,0,0,0,6144,18/01/2024,19/01/2024,0,0,0,0,4217
3000000411,1128,199,1,1500,50,1500,3072,0,13/01/2024,14/01/2024,1314,12,1328,2517,0
3000000411,2887,200,1,0,0,0,5120,0,19/01/2024,20/01/2024,0,0,0,4556,0
3000000411,2656,1150,1,3500,200,3500,10240,0,01/02/2024,02/02/2024,1569,163,1397,6748,0
3000000411,1117,1250,1,4500,300,150,1024,0,23/02/2024,24/02/2024,3787,148,84,351,0
3000000411,1697,1250,7,4500,300,4500,15360,0,05/02/2024,12/02/2024,3503,253,1600,5142,0
3000000411,3553,1194,30,0,0,0,1024,0,02/03/2024,01/04/2024,0,0,0,152,0
3000000411,1088,1304,7,3000,500,3000,25600,0,20/03/2024,27/03/2024,102,433,1557,8941,0
3000000411,1076,369,30,0,0,0,30720,0,15/04/2024,15/05/2024,0,0,0,15040,0
3000000411,2383,478,1,2000,0,0,0,0,09/05/2024,10/05/2024,1946,0,0,0,0
3000000411,1608,66,30,0,0,0,0,5120,04/05/2024,03/06/2024,0,0,0,0,3281
3000000411,1105,950,1,0,0,0,0,0,08/06/2024,09/06/2024,0,0,0,0,0
3000000411,1610,630.43,1,0,0,0,7680,0,02/06/2024,03/06/2024,0,0,0,5275,0
3000000411,2968,86.95,7,0,0,100,2048,0,27/07/2024,03/08/2024,0,0,88,2001,0
3000000411,1124,444,30,333,50,1000,1024,0,18/07/2024,17/08/2024,247,2,406,455,0
3000000411,1051,347,30,1000,90,1000,5120,0,31/07/2024,30/08/2024,215,63,361,4458,0
3000000411,1152,85,7,0,0,0,0,0,09/08/2024,16/08/2024,0,0,0,0,0
3000000411,1631,1250,3,4500,300,1000,1024,0,17/09/2024,20/09/2024,3350,257,364,1023,0
3000000411,1397,800,30,0,0,0,14000,0,16/09/2024,16/10/2024,0,0,0,2962,0
3000000411,1395,3000,1,0,0,5000,5120,0,06/10/2024,07/10/2024,0,0,3840,1910,0
3000000411,3586,200,30,1000,100,1000,10240,0,19/10/2024,18/11/2024,907,19,848,6740,0
3000000411,1693,10157.5,3,0,0,0,5120,0,28/11/2024,01/12/2024,0,0,0,3242,0
3000000411,2674,5000,3,0,0,0,6144,0,27/11/2024,30/11/2024,0,0,0,3874,0
3000000411,2371,86.9,3,1000,0,1000,3072,10240,20/12/2024,23/12/2024,230,0,610,2349,8549
3000000411,2509,1216.57,30,0,0,2000,81920,0,25/12/2024,24/01/2025,0,0,420,9474,0
3000000411,1515,1300,7,3000,500,3000,40960,0,18/12/2024,25/12/2024,872,321,1713,9208,0
3000000412,2902,20,30,0,0,1000,0,0,19/01/2024,18/02/2024,0,0,818,0,0
3000000412,2635,1304.34,1,0,0,0,102400,0,01/01/2024,02/01/2024,0,0,0,13435,0
3000000412,1572,999,1,3000,200,3000,10240,0,03/01/2024,04/01/2024,919,93,929,9027,0
3000000412,1591,173,7,3000,30,3000,3000,0,11/02/2024,18/02/2024,2979,9,1315,1027,0
3000000412,2389,3300,1,20000,1000,20000,102400,0,16/03/2024,17/03/2024,4014,409,831,62182,0
3000000412,1143,600,30,0,0,0,6144,0,19/04/2024,19/05/2024,0,0,0,5426,0
3000000412,2377,600,3,0,0,0,2000,0,25/04/2024,28/04/2024,0,0,0,1836,0
3000000412,1484,1304.34,30,0,0,0,30720,0,21/05/2024,20/06/2024,0,0,0,17696,0
3000000412,1597,5500,7,2000,650,1000,5120,0,20/06/2024,27/06/2024,64,561,475,3482,0
3000000412,1130,13,3,300,0,300,20,0,17/07/2024,20/07/2024,125,0,92,19,0
3000000412,1159,95.6,7,0,0,0,5000,0,21/07/2024,28/07/2024,0,0,0,3682,0
3000000412,1111,3300,1,1500,0,0,1500,0,12/08/2024,13/08/2024,529,0,0,1402,0
3000000412,1494,26,1,0,0,0,0,0,23/08/2024,24/08/2024,0,0,0,0,0
3000000412,1158,143.4,7,0,0,0,2000,0,04/08/2024,11/08/2024,0,0,0,694,0
3000000412,1456,190,1,0,0,0,5120,0,17/09/2024,18/09/2024,0,0,0,3423,0
3000000412,2401,652,7,3000,300,3000,0,0,07/09/2024,14/09/2024,1792,38,1915,0,0
3000000412,1501,86,7,1000,10,1000,1024,0,27/09/2024,04/10/2024,244,2,415,796,0
3000000412,2389,3300,1,20000,1000,20000,102400,0,02/10/2024,03/10/2024,1387,242,16242,21741,0
3000000412,2635,1304.34,1,0,0,0,102400,0,25/11/2024,26/11/2024,0,0,0,48565,0
3000000412,2368,17,30,0,0,0,1024,0,06/12/2024,05/01/2025,0,0,0,122,0
3000000412,3535,452,3,1000,150,1000,23622320128,0,25/12/2024,28/12/2024,23,76,189,5732793259,0
3000000412,1453,434,7,1000,120,1000,10240,0,07/12/2024,14/12/2024,943,2,314,4169,0
3000000413,1107,5030,3,2800,1200,1000,0,0,07/01/2024,10/01/2024,2237,334,523,0,0
3000000413,1609,150,7,0,60,1000,3072,0,15/01/2024,22/01/2024,0,25,457,2740,0
3000000413,2512,1303.53,1,0,0,2000,81920,0,05/01/2024,06/01/2024,0,0,330,23979,0
3000000413,1633,2750,3,7000,700,7000,7168,0,01/02/2024,04/02/2024,3151,630,5142,5243,0
3000000413,1479,260,30,0,0,0,8192,0,20/02/2024,21/03/2024,0,0,0,7679,0
3000000413,1693,10157.5,3,0,0,0,5120,0,28/03/2024,31/03/2024,0,0,0,4506,0
3000000413,1621,30,7,0,0,0,5120,0,17/03/2024,24/03/2024,0,0,0,4992,0
3000000413,2872,1304,1,3000,300,3000,15360,0,13/04/2024,14/04/2024,1083,131,1396,12179,0
3000000413,1071,42,7,0,0,0,1024,0,16/04/2024,23/04/2024,0,0,0,723,0
3000000413,1610,630.43,1,0,0,0,7680,0,02/05/2024,03/05/2024,0,0,0,6953,0
3000000413,1609,150,7,0,60,1000,3072,0,29/06/2024,06/07/2024,0,55,868,2161,0
3000000413,3247,1477.39,1,3000,0,3000,102400,102400,06/06/2024,07/06/2024,462,0,1779,14314,94127
3000000413,2371,86.9,3,1000,0,1000,3072,10240,03/07/2024,06/07/2024,458,0,186,947,3894
3000000413,1432,373,7,1000,100,1000,10240,0,01/07/2024,08/07/2024,397,56,594,5131,0
3000000413,2659,2608.7,1,0,0,0,10240,0,21/08/2024,22/08/2024,0,0,0,8954,0
3000000413,1085,217,7,0,0,0,5120,0,25/08/2024,01/09/2024,0,0,0,5057,0
3000000413,1497,27,30,0,0,0,0,1536,25/08/2024,24/09/2024,0,0,0,0,205
3000000413,2758,956,30,3000,300,3000,0,35840,04/09/2024,04/10/2024,2470,186,2433,0,13437
3000000413,1157,885,3,0,0,0,10240,0,04/10/2024,07/10/2024,0,0,0,6809,0
3000000413,1546,20,7,250,0,0,0,1024,23/11/2024,30/11/2024,205,0,0,0,238
3000000413,2968,86.95,7,0,0,100,2048,0,02/11/2024,09/11/2024,0,0,16,701,0
3000000413,1595,1900,30,350,225,200,0,0,08/11/2024,08/12/2024,342,193,89,0,0
3000000413,1089,143.4,7,0,0,0,2000,0,05/12/2024,12/12/2024,0,0,0,1132,0
3000000413,1103,500,1,0,0,0,0,0,28/12/2024,29/12/2024,0,0,0,0,0
3000000414,1153,95,7,0,0,0,1024,0,02/01/2024,09/01/2024,0,0,0,549,0
3000000414,2503,1434,1,0,0,30,2048,0,22/01/2024,23/01/2024,0,0,9,1202,0
3000000414,1624,650,1,0,0,0,5000,0,13/01/2024,14/01/2024,0,0,0,4537,0
3000000414,1557,100,1,500,30,2500,5120,0,14/02/2024,15/02/2024,334,1,1877,4174,0
3000000414,1087,260,1,0,0,0,0,0,24/03/2024,25/03/2024,0,0,0,0,0
3000000414,2929,243,3,1000,100,1000,15360,0,17/03/2024,20/03/2024,291,18,644,13201,0
3000000414,2386,2750,3,12500,1000,1000,50000,0,05/04/2024,08/04/2024,1360,790,183,32449,0
3000000414,2485,2100,7,2000,300,2000,1536,0,17/05/2024,24/05/2024,1651,68,835,653,0
3000000414,1640,417,1,300,50,1000,0,10240,28/05/2024,29/05/2024,24,26,256,0,2853
3000000414,1657,4366,30,20000,2000,20000,20480,0,28/06/2024,28/07/2024,3430,327,16752,19560,0
3000000414,2527,2390,1,0,0,0,2048,0,20/06/2024,21/06/2024,0,0,0,1808,0
3000000414,1528,220,3,0,0,0,7168,1024,22/06/2024,25/06/2024,0,0,0,7032,348
3000000414,2497,1043.47,7,0,0,0,71680,0,30/07/2024,06/08/2024,0,0,0,35799,0
3000000414,1624,650,1,0,0,0,5000,0,22/07/2024,23/07/2024,0,0,0,3817,0
3000000414,1061,150,3,1000,50,1000,1024,0,23/08/2024,26/08/2024,205,11,701,509,0
3000000414,2497,1043.47,7,0,0,0,71680,0,20/08/2024,27/08/2024,0,0,0,30669,0
3000000414,1123,596.31,1,0,0,1500,5120,0,15/09/2024,16/09/2024,0,0,789,4581,0
3000000414,3238,43,1,30,0,30,0,0,09/10/2024,10/10/2024,28,0,11,0,0
3000000414,1593,1100,30,100,100,100,0,0,18/10/2024,17/11/2024,59,52,35,0,0
3000000414,2485,2100,7,2000,300,2000,1536,0,28/10/2024,04/11/2024,864,10,1306,1297,0
3000000414,2323,240,30,0,0,0,0,5120,02/11/2024,02/12/2024,0,0,0,0,4592
3000000414,1450,210,30,0,0,0,6144,0,12/11/2024,12/12/2024,0,0,0,3414,0
3000000414,2497,1043.47,7,0,0,0,71680,0,27/12/2024,03/01/2025,0,0,0,18169,0
3000000414,1602,120,3,0,0,12000,0,5120,28/12/2024,31/12/2024,0,0,6027,0,5092
3000000414,1548,100,30,1000,0,0,0,1024,17/12/2024,16/01/2025,524,0,0,0,417
3000000415,1400,20,3,0,0,1500,0,0,16/01/2024,19/01/2024,0,0,228,0,0
3000000415,1103,500,1,0,0,0,0,0,13/01/2024,14/01/2024,0,0,0,0,0
3000000415,1482,5625.17,3,0,0,0,66560,0,30/01/2024,02/02/2024,0,0,0,38059,0
3000000415,2398,147,1,1000,0,1000,3072,10240,28/02/2024,29/02/2024,633,0,531,115,5281
3000000415,1386,675,7,0,0,0,0,0,20/02/2024,27/02/2024,0,0,0,0,0
3000000415,1687,3585,30,0,0,0,1000,0,22/03/2024,21/04/2024,0,0,0,970,0
